GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,SubscribeProcessor,39,0,2,0,11,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,CapabilityProcessor,69,0,0,0,6,0,3,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,LoginProcessor,55,0,2,0,17,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,UnsubscribeProcessor,22,0,0,0,7,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,NoopProcessor,15,0,0,0,5,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,AbstractExpungeProcessor,0,14,0,0,0,5,0,2,0,2
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,SearchProcessor,58,43,7,1,11,10,4,3,0,3
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,SelectProcessor,2,3,0,0,1,1,1,1,1,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,CheckProcessor,11,0,0,0,4,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,ListProcessor,17,44,3,3,5,10,3,3,1,2
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,StoreProcessor,131,0,10,0,28,0,10,0,5,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,AppendProcessor,85,0,2,0,29,0,5,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,CloseProcessor,4,57,2,6,1,17,2,4,0,2
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,AbstractListProcessor,69,83,9,5,14,21,7,5,1,4
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,LsubProcessor,107,0,14,0,23,0,11,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,AbstractSelectProcessor,102,51,15,3,20,13,10,4,2,3
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,AbstractImapProcessor,126,12,12,0,31,4,13,2,7,2
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,CreateProcessor,6,53,1,5,1,13,1,4,0,2
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,RenameProcessor,67,0,6,0,15,0,5,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,ImapProcessorFactory,196,0,2,0,41,0,6,0,5,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,ExamineProcessor,5,0,0,0,2,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,LogoutProcessor,41,0,6,0,12,0,5,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor,DeleteProcessor,95,0,14,0,27,0,10,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext.thread,ThreadProcessor,106,0,10,0,29,0,11,0,6,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext.thread,OrderedSubjectThreader,87,0,14,0,26,0,9,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext.thread,ReferencesThreader,830,0,156,0,199,0,87,0,9,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext.thread,AbstractThreader,38,0,4,0,11,0,5,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext.thread,AbstractThreader.new Comparator() {...},24,0,4,0,6,0,4,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext.thread,ThreaderFactory,33,0,4,0,6,0,4,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext.thread,ThreadContainer,134,0,28,0,30,0,18,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext.thread,OrderedSubjectThreader.new Comparator() {...},24,0,4,0,8,0,4,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap,ImapException,15,0,0,0,6,0,3,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.deliver,Deliver,342,0,28,0,100,0,22,0,8,0
Hedwig::Assembly/hedwig-server,com.hs.mail.exception,MailboxNotFoundException,28,0,2,0,4,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.exception,ConfigException,8,0,0,0,4,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.exception,MailboxException,4,0,0,0,2,0,1,0,1,0
Hedwig::Assembly/hedwig-server,com.hs.mail.exception,LookupException,16,0,0,0,8,0,4,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.sieve,Actions,157,0,8,0,45,0,10,0,6,0
Hedwig::Assembly/hedwig-server,com.hs.mail.sieve,SieveMailAdapter,214,0,8,0,70,0,30,0,26,0
Hedwig::Assembly/hedwig-server,com.hs.mail.sieve,ActionDispatcher,201,0,6,0,41,0,15,0,12,0
Hedwig::Assembly/hedwig-server,com.hs.mail.sieve,Sieve,111,0,8,0,31,0,8,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp,SmtpSession,136,0,6,0,45,0,23,0,20,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.server,SmtpConnectionHandler,173,0,18,0,60,0,14,0,5,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.server,SmtpServer,55,0,2,0,14,0,5,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.message,SmtpMessage,405,0,14,0,109,0,41,0,34,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.message,Recipient,52,0,0,0,13,0,7,0,7,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.message,DeliveryStatusNotifier,141,0,14,0,28,0,11,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.message,DeliveryStatusNotifier.MultipartReport,41,0,2,0,12,0,2,0,1,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,AccessTable.new Comparator() {...},0,13,0,0,0,2,0,2,0,2
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,AccessTable.new Comparator() {...},0,12,0,0,0,2,0,2,0,2
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,AuthRequired,22,0,4,0,4,0,5,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,HookResult,37,0,0,0,11,0,6,0,6,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,MailLog,135,0,4,0,33,0,10,0,8,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,AccessTable.Action,3,47,0,0,2,3,0,2,0,2
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,AccessTableHook,86,0,8,0,22,0,8,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,AccessTable,32,241,9,23,7,57,9,16,0,9
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,DNSRBLHandler,109,0,8,0,25,0,8,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,RemoteAddrInNetwork,21,0,4,0,7,0,5,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,HookFactory,226,0,32,0,36,0,19,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,ValidRcptHook,84,0,14,0,22,0,12,0,5,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,AccessTable.Access,0,9,0,0,0,4,0,1,0,1
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor.hook,RejectHook,50,0,2,0,14,0,4,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,NamespaceRequest,15,0,4,0,3,0,4,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,SortRequest,14,0,0,0,4,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,SetQuotaRequest,21,0,4,0,5,0,5,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,GetQuotaRootRequest,6,0,0,0,2,0,1,0,1,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,ListRightsRequest,12,0,0,0,4,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,GetQuotaRequest,21,0,4,0,5,0,5,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,SetACLRequest,18,0,0,0,6,0,3,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,GetACLRequest,6,0,0,0,2,0,1,0,1,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,DeleteACLRequest,12,0,0,0,4,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,ThreadRequest,14,0,0,0,4,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,IdRequest,19,0,0,0,7,0,4,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.ext,MyRightsRequest,6,0,0,0,2,0,1,0,1,0
Hedwig::Assembly/hedwig-server,com.hs.mail.container.server.socket,DefaultServerSocketFactory,21,0,0,0,4,0,4,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.container.server.socket,SocketConnection,56,0,2,0,17,0,4,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.container.server.socket,TcpTransport,78,0,0,0,24,0,10,0,10,0
Hedwig::Assembly/hedwig-server,com.hs.mail.container.server.socket,TLSServerSocketFactory,61,0,0,0,20,0,6,0,6,0
Hedwig::Assembly/hedwig-server,com.hs.mail.container.server.socket,TcpSocketChannel,31,0,0,0,8,0,5,0,5,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.request.custom,XRevokeRequest,38,0,2,0,13,0,9,0,8,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.custom,XRevokeProcessor,122,0,8,0,33,0,7,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.custom,XRevokeRequestBuilder,49,3,6,0,12,1,4,1,1,1
Hedwig::Assembly/hedwig-server,com.hs.mail.container.server,DefaultServer.MainSocketThread,158,0,14,0,51,0,11,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.container.server,DefaultServer,157,0,8,0,53,0,28,0,24,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,SelectResponse,48,0,0,0,18,0,10,0,10,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,UnsolicitedResponseBuilder,141,7,26,0,37,2,17,2,4,2
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,FetchResponseBuilder,659,0,80,0,148,0,68,0,25,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,FetchResponse,65,0,0,0,28,0,18,0,18,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,StatusResponse,45,0,0,0,17,0,11,0,11,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,StoreResponse,15,0,0,0,6,0,3,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,UnsolicitedResponse,72,0,0,0,23,0,10,0,10,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,SelectResponseBuilder,39,3,4,0,11,1,3,1,1,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,ListResponse,3,6,0,0,1,3,1,1,1,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,StatusResponseBuilder,40,0,6,0,13,0,5,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response,AbstractImapResponse,0,3,0,0,0,1,0,1,0,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.schedule,DiskCleanupJob,58,0,4,0,13,0,6,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.schedule,MessageExpunger,164,0,20,0,37,0,16,0,6,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.schedule,MessageCompressor.new FilenameFilter() {...},14,0,2,0,2,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.schedule,MessageCompressor,208,0,32,0,50,0,24,0,8,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.schedule,ScheduleUtils,109,0,20,0,29,0,15,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.container.simple,SimpleSpringContainer.SpringContainerShutdownHook,13,0,0,0,5,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.container.simple,SimpleSpringContainer,140,0,0,0,39,0,7,0,7,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.spool,FileWatcher,111,0,4,0,36,0,14,0,12,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.spool,SmtpMessageConsumer,240,0,32,0,70,0,28,0,12,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.spool,SpoolRepository,11,0,0,0,5,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.spool,FileWatcher.MainJob,209,0,26,0,63,0,19,0,6,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,ListRightsProcessor,68,0,4,0,16,0,7,0,5,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,IdProcessor,49,0,0,0,12,0,4,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,NamespaceProcessor,35,0,0,0,8,0,5,0,5,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,SortProcessor,15,0,0,0,4,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,MyRightsProcessor,73,0,6,0,18,0,7,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,GetQuotaProcessor,40,0,2,0,10,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,SetQuotaProcessor,39,0,2,0,10,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,SetACLProcessor,59,0,3,0,18,0,4,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,GetQuotaRootProcessor,60,0,4,0,18,0,4,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,AbstractQuotaProcessor,16,0,0,0,4,0,3,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,GetACLProcessor,84,0,6,0,20,0,7,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,AbstractACLProcessor,86,0,10,0,21,0,8,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.processor.ext,DeleteACLProcessor,37,0,0,0,10,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.server.codec,ImapRequestDecoder,67,0,4,0,18,0,7,0,5,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.server.codec,DefaultImapMessage,74,21,10,0,18,8,14,2,9,2
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.server.codec,ImapMessageEncoder,40,0,6,0,14,0,7,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.server.codec,DecoderUtils,159,71,25,5,34,14,18,5,5,3
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.server.codec,ImapMessageDecoder.State,34,0,0,0,4,0,1,0,1,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.server.codec,ImapMessageDecoder,234,0,26,0,61,0,21,0,7,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response.ext,ACLResponse,9,0,0,0,4,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response.ext,ListRightsResponse,21,0,0,0,8,0,4,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response.ext,QuotaResponse,20,0,0,0,8,0,4,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.response.ext,MyRightsResponse,15,0,0,0,6,0,3,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.responder.ext,ThreadResponder,60,0,12,0,19,0,9,0,3,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.responder.ext,NamespaceResponder,68,0,4,0,20,0,6,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.responder.ext,IdResponder,42,0,2,0,11,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.responder.ext,ListRightsResponder,30,0,2,0,8,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.responder.ext,QuotaResponder,82,0,6,0,24,0,8,0,5,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.responder.ext,ACLResponder,45,0,4,0,11,0,4,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.responder.ext,MyRightsResponder,26,0,2,0,7,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,VrfyProcessor,8,0,0,0,2,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,HelpProcessor,13,0,0,0,5,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,AbstractSmtpProcessor,47,0,4,0,14,0,9,0,7,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,DataProcessor,244,0,14,0,62,0,11,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,EhloProcessor,112,0,10,0,27,0,7,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,NoopProcessor,7,0,0,0,3,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,QuitProcessor,26,0,2,0,6,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,SmtpProcessorFactory,132,0,4,0,23,0,6,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,ExpnProcessor,8,0,0,0,2,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,RsetProcessor,18,0,2,0,6,0,3,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,AuthProcessor,208,0,18,0,61,0,15,0,6,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,HeloProcessor,56,0,4,0,17,0,4,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,MailProcessor,303,0,38,0,78,0,24,0,5,0
Hedwig::Assembly/hedwig-server,com.hs.mail.smtp.processor,RcptProcessor,189,0,28,0,44,0,18,0,4,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,IdRequestBuilder,62,3,8,0,14,1,5,1,1,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,NamespaceRequestBuilder,6,3,0,0,1,1,1,1,1,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,GetACLRequestBuilder,16,0,0,0,3,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,SetQuotaRequestBuilder,52,3,4,0,12,1,3,1,1,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,ListRightsRequestBuilder,24,0,0,0,5,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,SetACLRequestBuilder,30,0,0,0,6,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,GetQuotaRequestBuilder,15,3,0,0,3,1,1,1,1,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,ThreadRequestBuilder,30,3,0,0,5,1,1,1,1,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,SortRequestBuilder,82,3,6,0,16,1,5,1,2,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,MyRightsRequestBuilder,16,0,0,0,3,0,2,0,2,0
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,GetQuotaRootRequestBuilder,13,3,0,0,2,1,1,1,1,1
Hedwig::Assembly/hedwig-server,com.hs.mail.imap.message.builder.ext,DeleteACLRequestBuilder,24,0,0,0,5,0,2,0,2,0
