Time,memory_usage.mean
2021-04-13 13:16:36,564916224
2021-04-13 13:16:37,564916224
2021-04-13 13:16:39,564916224
2021-04-13 13:16:41,564916224
2021-04-13 13:16:42,564916224
2021-04-13 13:16:43,564916224
2021-04-13 13:16:45,564916224
2021-04-13 13:16:47,564916224
2021-04-13 13:16:48,564916224
2021-04-13 13:16:49,564916224
2021-04-13 13:16:50,564916224
2021-04-13 13:16:52,564916224
2021-04-13 13:16:54,564916224
2021-04-13 13:16:55,564916224
2021-04-13 13:16:57,564916224
2021-04-13 13:16:58,564953088
2021-04-13 13:16:59,564826112
2021-04-13 13:17:00,564826112
2021-04-13 13:17:02,564826112
2021-04-13 13:17:03,564994048
2021-04-13 13:17:05,556756992
2021-04-13 13:17:06,556756992
2021-04-13 13:17:08,556756992
2021-04-13 13:17:09,556756992
2021-04-13 13:17:11,556756992
2021-04-13 13:17:13,556765184
2021-04-13 13:17:15,556765184
2021-04-13 13:17:16,556765184
2021-04-13 13:17:18,556765184
2021-04-13 13:17:19,556765184
2021-04-13 13:17:20,556765184
2021-04-13 13:17:21,556765184
2021-04-13 13:17:23,556765184
2021-04-13 13:17:24,556765184
2021-04-13 13:17:26,556765184
2021-04-13 13:17:28,565051392
2021-04-13 13:17:30,565051392
2021-04-13 13:17:31,565051392
2021-04-13 13:17:33,565051392
2021-04-13 13:17:35,565051392
2021-04-13 13:17:36,565051392
2021-04-13 13:17:38,565182464
2021-04-13 13:17:39,565055488
2021-04-13 13:17:41,565055488
2021-04-13 13:17:42,565055488
2021-04-13 13:17:44,565059584
2021-04-13 13:17:46,565059584
2021-04-13 13:17:47,565059584
2021-04-13 13:17:48,565059584
2021-04-13 13:17:50,565059584
2021-04-13 13:17:51,565059584
2021-04-13 13:17:52,565059584
2021-04-13 13:17:54,556863488
2021-04-13 13:17:56,556863488
2021-04-13 13:17:57,556863488
2021-04-13 13:17:58,565518336
2021-04-13 13:18:00,565518336
2021-04-13 13:18:01,565518336
2021-04-13 13:18:02,565518336
2021-04-13 13:18:03,565518336
2021-04-13 13:18:05,556867584
2021-04-13 13:18:07,556867584
2021-04-13 13:18:09,556867584
2021-04-13 13:18:10,556867584
2021-04-13 13:18:12,556867584
2021-04-13 13:18:14,556867584
2021-04-13 13:18:16,556867584
2021-04-13 13:18:17,556867584
2021-04-13 13:18:19,556871680
2021-04-13 13:18:20,556871680
2021-04-13 13:18:21,557002752
2021-04-13 13:18:22,556879872
2021-04-13 13:18:24,556879872
2021-04-13 13:18:25,556879872
2021-04-13 13:18:27,556974080
2021-04-13 13:18:29,556847104
2021-04-13 13:18:31,556847104
2021-04-13 13:18:32,556847104
2021-04-13 13:18:34,556847104
2021-04-13 13:18:36,556847104
2021-04-13 13:18:37,557109248
2021-04-13 13:18:39,556855296
2021-04-13 13:18:40,556855296
2021-04-13 13:18:41,556855296
2021-04-13 13:18:42,557137920
2021-04-13 13:18:44,556888064
2021-04-13 13:18:45,556888064
2021-04-13 13:18:47,556888064
2021-04-13 13:18:48,556888064
2021-04-13 13:18:50,556888064
2021-04-13 13:18:52,556888064
2021-04-13 13:18:53,556888064
2021-04-13 13:18:54,556888064
2021-04-13 13:18:55,556888064
2021-04-13 13:18:57,557010944
2021-04-13 13:18:59,557010944
2021-04-13 13:19:01,557010944
2021-04-13 13:19:02,557010944
2021-04-13 13:19:04,557019136
2021-04-13 13:19:06,557019136
2021-04-13 13:19:07,557019136
2021-04-13 13:19:08,557019136
2021-04-13 13:19:10,557019136
2021-04-13 13:19:11,557019136
2021-04-13 13:19:13,557170688
2021-04-13 13:19:14,557170688
2021-04-13 13:19:15,557092864
2021-04-13 13:19:16,557092864
2021-04-13 13:19:18,557092864
2021-04-13 13:19:20,557092864
2021-04-13 13:19:21,557092864
2021-04-13 13:19:23,557092864
2021-04-13 13:19:24,557092864
2021-04-13 13:19:25,557092864
2021-04-13 13:19:27,557092864
2021-04-13 13:19:28,557236224
2021-04-13 13:19:30,557113344
2021-04-13 13:19:32,557113344
2021-04-13 13:19:33,557113344
2021-04-13 13:19:34,557113344
2021-04-13 13:19:35,557113344
2021-04-13 13:19:37,557113344
2021-04-13 13:19:39,557113344
2021-04-13 13:19:40,557113344
2021-04-13 13:19:42,557121536
2021-04-13 13:19:43,557121536
2021-04-13 13:19:45,557121536
2021-04-13 13:19:47,557121536
2021-04-13 13:19:49,557252608
2021-04-13 13:19:50,557252608
2021-04-13 13:19:51,557252608
2021-04-13 13:19:53,557125632
2021-04-13 13:19:54,557125632
2021-04-13 13:19:55,557125632
2021-04-13 13:19:56,557125632
2021-04-13 13:19:58,557207552
2021-04-13 13:19:59,557207552
2021-04-13 13:20:00,557338624
2021-04-13 13:20:02,557211648
2021-04-13 13:20:04,557211648
2021-04-13 13:20:05,557211648
2021-04-13 13:20:07,557211648
2021-04-13 13:20:08,557125632
2021-04-13 13:20:10,557256704
2021-04-13 13:20:11,557129728
2021-04-13 13:20:13,565792768
2021-04-13 13:20:14,559333376
2021-04-13 13:20:16,559206400
2021-04-13 13:20:18,559206400
2021-04-13 13:20:19,559206400
2021-04-13 13:20:21,559206400
2021-04-13 13:20:22,559206400
2021-04-13 13:20:24,559206400
2021-04-13 13:20:25,559206400
2021-04-13 13:20:27,559206400
2021-04-13 13:20:29,559345664
2021-04-13 13:20:30,559218688
2021-04-13 13:20:31,559218688
2021-04-13 13:20:33,559218688
2021-04-13 13:20:35,559218688
2021-04-13 13:20:36,559218688
2021-04-13 13:20:37,559218688
2021-04-13 13:20:39,559218688
2021-04-13 13:20:40,559218688
2021-04-13 13:20:41,559218688
2021-04-13 13:20:42,565809152
2021-04-13 13:20:44,565772288
2021-04-13 13:20:45,565772288
2021-04-13 13:20:47,565772288
2021-04-13 13:20:49,565772288
2021-04-13 13:20:50,565772288
2021-04-13 13:20:52,565772288
2021-04-13 13:20:54,565772288
2021-04-13 13:20:56,565772288
2021-04-13 13:20:57,565911552
2021-04-13 13:20:59,565788672
2021-04-13 13:21:00,557273088
2021-04-13 13:21:02,557273088
2021-04-13 13:21:03,557277184
2021-04-13 13:21:05,557277184
2021-04-13 13:21:06,557277184
2021-04-13 13:21:08,557277184
2021-04-13 13:21:10,557277184
2021-04-13 13:21:12,557277184
2021-04-13 13:21:13,557195264
2021-04-13 13:21:15,557195264
2021-04-13 13:21:17,557195264
2021-04-13 13:21:18,557195264
2021-04-13 13:21:20,557195264
2021-04-13 13:21:21,557195264
2021-04-13 13:21:23,557195264
2021-04-13 13:21:24,557195264
2021-04-13 13:21:25,557195264
2021-04-13 13:21:26,557195264
2021-04-13 13:21:28,557199360
2021-04-13 13:21:29,557199360
2021-04-13 13:21:31,557199360
2021-04-13 13:21:32,557199360
2021-04-13 13:21:33,557199360
2021-04-13 13:21:35,557199360
2021-04-13 13:21:36,557199360
2021-04-13 13:21:38,557199360
2021-04-13 13:21:39,557199360
2021-04-13 13:21:41,557199360
2021-04-13 13:21:42,557199360
2021-04-13 13:21:43,557318144
2021-04-13 13:21:44,557318144
2021-04-13 13:21:45,557318144
2021-04-13 13:21:47,557318144
2021-04-13 13:21:49,557322240
2021-04-13 13:21:51,557322240
2021-04-13 13:21:53,557322240
2021-04-13 13:21:54,557322240
2021-04-13 13:21:55,557322240
2021-04-13 13:21:57,557322240
2021-04-13 13:21:58,557338624
2021-04-13 13:22:00,557338624
2021-04-13 13:22:02,557338624
2021-04-13 13:22:03,557338624
2021-04-13 13:22:05,557338624
2021-04-13 13:22:06,557338624
2021-04-13 13:22:08,557338624
2021-04-13 13:22:09,557338624
2021-04-13 13:22:10,557338624
2021-04-13 13:22:11,557338624
2021-04-13 13:22:12,557473792
2021-04-13 13:22:14,557346816
2021-04-13 13:22:15,557346816
2021-04-13 13:22:17,557346816
2021-04-13 13:22:18,557346816
2021-04-13 13:22:20,557346816
2021-04-13 13:22:21,557346816
2021-04-13 13:22:22,557346816
2021-04-13 13:22:24,557346816
2021-04-13 13:22:25,557346816
2021-04-13 13:22:27,557350912
2021-04-13 13:22:28,557481984
2021-04-13 13:22:30,557355008
2021-04-13 13:22:31,557355008
2021-04-13 13:22:32,557355008
2021-04-13 13:22:34,557355008
2021-04-13 13:22:35,557355008
2021-04-13 13:22:36,557355008
2021-04-13 13:22:38,557355008
2021-04-13 13:22:39,557355008
2021-04-13 13:22:40,557355008
2021-04-13 13:22:42,557400064
2021-04-13 13:22:44,557273088
2021-04-13 13:22:45,557273088
2021-04-13 13:22:47,557273088
2021-04-13 13:22:48,557273088
2021-04-13 13:22:50,557273088
2021-04-13 13:22:51,557273088
2021-04-13 13:22:52,557273088
2021-04-13 13:22:54,557273088
2021-04-13 13:22:55,557273088
2021-04-13 13:22:57,557273088
2021-04-13 13:22:58,565473280
2021-04-13 13:23:00,565473280
2021-04-13 13:23:01,565473280
2021-04-13 13:23:02,565473280
2021-04-13 13:23:04,565473280
2021-04-13 13:23:05,565473280
2021-04-13 13:23:07,565473280
2021-04-13 13:23:09,565604352
2021-04-13 13:23:10,565477376
2021-04-13 13:23:12,565481472
2021-04-13 13:23:14,565481472
2021-04-13 13:23:15,565481472
2021-04-13 13:23:16,565481472
2021-04-13 13:23:18,565481472
2021-04-13 13:23:19,565481472
2021-04-13 13:23:20,565481472
2021-04-13 13:23:22,565481472
2021-04-13 13:23:24,565481472
2021-04-13 13:23:25,565481472
2021-04-13 13:23:26,565481472
2021-04-13 13:23:28,566304768
2021-04-13 13:23:29,566284288
2021-04-13 13:23:31,566284288
2021-04-13 13:23:32,566284288
2021-04-13 13:23:33,566284288
2021-04-13 13:23:34,566284288
2021-04-13 13:23:36,566284288
2021-04-13 13:23:37,566284288
2021-04-13 13:23:39,566284288
2021-04-13 13:23:40,566284288
2021-04-13 13:23:42,566284288
2021-04-13 13:23:43,566415360
2021-04-13 13:23:44,566300672
2021-04-13 13:23:46,566300672
2021-04-13 13:23:48,566300672
2021-04-13 13:23:50,568635392
2021-04-13 13:23:51,568635392
2021-04-13 13:23:52,568635392
2021-04-13 13:23:53,568635392
2021-04-13 13:23:54,568635392
2021-04-13 13:23:56,568635392
2021-04-13 13:23:57,568549376
2021-04-13 13:23:59,568823808
2021-04-13 13:24:00,557527040
2021-04-13 13:24:02,557527040
2021-04-13 13:24:04,557535232
2021-04-13 13:24:05,557809664
2021-04-13 13:24:07,557809664
2021-04-13 13:24:08,557809664
2021-04-13 13:24:10,557809664
2021-04-13 13:24:12,557809664
2021-04-13 13:24:13,557903872
2021-04-13 13:24:15,557903872
2021-04-13 13:24:17,557903872
2021-04-13 13:24:19,557903872
2021-04-13 13:24:20,557903872
2021-04-13 13:24:22,557903872
2021-04-13 13:24:23,557903872
2021-04-13 13:24:25,557903872
2021-04-13 13:24:26,557903872
2021-04-13 13:24:28,557907968
2021-04-13 13:24:29,557907968
2021-04-13 13:24:30,557907968
2021-04-13 13:24:32,557907968
2021-04-13 13:24:33,557907968
2021-04-13 13:24:35,557907968
2021-04-13 13:24:37,557907968
2021-04-13 13:24:38,557912064
2021-04-13 13:24:40,557912064
2021-04-13 13:24:41,557912064
2021-04-13 13:24:43,557912064
2021-04-13 13:24:45,557912064
2021-04-13 13:24:46,557912064
2021-04-13 13:24:48,557912064
2021-04-13 13:24:49,557912064
2021-04-13 13:24:51,557912064
2021-04-13 13:24:52,557912064
2021-04-13 13:24:53,557912064
2021-04-13 13:24:55,557912064
2021-04-13 13:24:56,557912064
2021-04-13 13:24:57,558055424
2021-04-13 13:24:59,557948928
AVERAGE,559914355.900498
