"Time","cpu_usage_total.derivative"
2021-04-13 15:10:43,0.00461
2021-04-13 15:10:44,0.00481
2021-04-13 15:10:46,0.00458
2021-04-13 15:10:48,0.00552
2021-04-13 15:10:49,0.00425
2021-04-13 15:10:51,0.00794
2021-04-13 15:10:52,0.00446
2021-04-13 15:10:54,0.00725
2021-04-13 15:10:56,0.00669
2021-04-13 15:10:57,0.00419
2021-04-13 15:10:59,0.00399
2021-04-13 15:11:01,0.0124
2021-04-13 15:11:02,0.00383
2021-04-13 15:11:03,0.00459
2021-04-13 15:11:05,0.00430
2021-04-13 15:11:07,0.00476
2021-04-13 15:11:08,0.00352
2021-04-13 15:11:09,0.00506
2021-04-13 15:11:11,0.00723
2021-04-13 15:11:13,0.00398
2021-04-13 15:11:15,0.00445
2021-04-13 15:11:16,0.00394
2021-04-13 15:11:18,0.00438
2021-04-13 15:11:19,0.00420
2021-04-13 15:11:21,0.00650
2021-04-13 15:11:23,0.00441
2021-04-13 15:11:24,0.00392
2021-04-13 15:11:26,0.00958
2021-04-13 15:11:28,0.00409
2021-04-13 15:11:29,0.00403
2021-04-13 15:11:31,0.00665
2021-04-13 15:11:33,0.00499
2021-04-13 15:11:34,0.00374
2021-04-13 15:11:35,0.00569
2021-04-13 15:11:36,0.00486
2021-04-13 15:11:38,0.00458
2021-04-13 15:11:40,0.0105
2021-04-13 15:11:41,0.0294
2021-04-13 15:11:42,0.00430
2021-04-13 15:11:44,0.00425
2021-04-13 15:11:45,0.00446
2021-04-13 15:11:46,0.00415
2021-04-13 15:11:48,0.00445
2021-04-13 15:11:49,0.00392
2021-04-13 15:11:51,0.0220
2021-04-13 15:11:52,0.00493
2021-04-13 15:11:53,0.00464
2021-04-13 15:11:55,0.00492
2021-04-13 15:11:56,0.00921
2021-04-13 15:11:58,0.0163
2021-04-13 15:11:59,0.00440
2021-04-13 15:12:01,0.0131
2021-04-13 15:12:02,0.00385
2021-04-13 15:12:03,0.00470
2021-04-13 15:12:05,0.00380
2021-04-13 15:12:06,0.00601
2021-04-13 15:12:07,0.00435
2021-04-13 15:12:08,0.00498
2021-04-13 15:12:09,0.00356
2021-04-13 15:12:11,0.00478
2021-04-13 15:12:12,0.00808
2021-04-13 15:12:14,0.00409
2021-04-13 15:12:15,0.00403
2021-04-13 15:12:16,0.0133
2021-04-13 15:12:17,0.00414
2021-04-13 15:12:19,0.00446
2021-04-13 15:12:20,0.00464
2021-04-13 15:12:22,0.00405
2021-04-13 15:12:24,0.00432
2021-04-13 15:12:25,0.00505
2021-04-13 15:12:27,0.0125
2021-04-13 15:12:29,0.00434
2021-04-13 15:12:30,0.00670
2021-04-13 15:12:31,0.00550
2021-04-13 15:12:33,0.00447
2021-04-13 15:12:35,0.00389
2021-04-13 15:12:36,0.00506
2021-04-13 15:12:37,0.00449
2021-04-13 15:12:38,0.00474
2021-04-13 15:12:39,0.00442
2021-04-13 15:12:41,0.00744
2021-04-13 15:12:43,0.00440
2021-04-13 15:12:45,0.00352
2021-04-13 15:12:46,0.00466
2021-04-13 15:12:48,0.00410
2021-04-13 15:12:49,0.00434
2021-04-13 15:12:50,0.00529
2021-04-13 15:12:52,0.00526
2021-04-13 15:12:54,0.00392
2021-04-13 15:12:55,0.00447
2021-04-13 15:12:56,0.0101
2021-04-13 15:12:58,0.00447
2021-04-13 15:12:59,0.00377
2021-04-13 15:13:01,0.0143
2021-04-13 15:13:02,0.00432
2021-04-13 15:13:04,0.00389
2021-04-13 15:13:05,0.00493
2021-04-13 15:13:06,0.00475
2021-04-13 15:13:08,0.00388
2021-04-13 15:13:10,0.00433
2021-04-13 15:13:12,0.00699
2021-04-13 15:13:13,0.00537
2021-04-13 15:13:15,0.00422
2021-04-13 15:13:16,0.00417
2021-04-13 15:13:18,0.00487
2021-04-13 15:13:19,0.00346
2021-04-13 15:13:20,0.00523
2021-04-13 15:13:22,0.00459
2021-04-13 15:13:23,0.00850
2021-04-13 15:13:25,0.00389
2021-04-13 15:13:27,0.00649
2021-04-13 15:13:28,0.00453
2021-04-13 15:13:29,0.00494
2021-04-13 15:13:31,0.00616
2021-04-13 15:13:33,0.00416
2021-04-13 15:13:35,0.0154
2021-04-13 15:13:36,0.0115
2021-04-13 15:13:38,0.00608
2021-04-13 15:13:40,0.00401
2021-04-13 15:13:42,0.00735
2021-04-13 15:13:43,0.00456
2021-04-13 15:13:44,0.00399
2021-04-13 15:13:46,0.0135
2021-04-13 15:13:47,0.00440
2021-04-13 15:13:49,0.00430
2021-04-13 15:13:51,0.00655
2021-04-13 15:13:53,0.00406
2021-04-13 15:13:54,0.00346
2021-04-13 15:13:56,0.00432
2021-04-13 15:13:57,0.00742
2021-04-13 15:13:59,0.00395
2021-04-13 15:14:01,0.00594
2021-04-13 15:14:02,0.00540
2021-04-13 15:14:04,0.00455
2021-04-13 15:14:06,0.00489
2021-04-13 15:14:07,0.00418
2021-04-13 15:14:08,0.00421
2021-04-13 15:14:10,0.00528
2021-04-13 15:14:12,0.00768
2021-04-13 15:14:14,0.00400
2021-04-13 15:14:16,0.00401
2021-04-13 15:14:17,0.00427
2021-04-13 15:14:19,0.00371
2021-04-13 15:14:21,0.00965
2021-04-13 15:14:22,0.00746
2021-04-13 15:14:23,0.00463
2021-04-13 15:14:25,0.00408
2021-04-13 15:14:27,0.00688
2021-04-13 15:14:28,0.00484
2021-04-13 15:14:30,0.00425
2021-04-13 15:14:31,0.00734
2021-04-13 15:14:33,0.00409
2021-04-13 15:14:35,0.00416
2021-04-13 15:14:36,0.0515
2021-04-13 15:14:37,0.00449
2021-04-13 15:14:39,0.00462
2021-04-13 15:14:40,0.00682
2021-04-13 15:14:42,0.0104
2021-04-13 15:14:44,0.00426
2021-04-13 15:14:46,0.00395
2021-04-13 15:14:47,0.00576
2021-04-13 15:14:48,0.00371
2021-04-13 15:14:50,0.00514
2021-04-13 15:14:52,0.0171
2021-04-13 15:14:54,0.00394
2021-04-13 15:14:55,0.00421
2021-04-13 15:14:56,0.00680
2021-04-13 15:14:58,0.00450
2021-04-13 15:14:59,0.00377
2021-04-13 15:15:01,0.0193
2021-04-13 15:15:02,0.00535
2021-04-13 15:15:04,0.00420
2021-04-13 15:15:05,0.00454
2021-04-13 15:15:07,0.00414
2021-04-13 15:15:08,0.00475
2021-04-13 15:15:10,0.00432
2021-04-13 15:15:11,0.0100
2021-04-13 15:15:13,0.00693
2021-04-13 15:15:15,0.00372
2021-04-13 15:15:17,0.00447
2021-04-13 15:15:18,0.00438
2021-04-13 15:15:20,0.00454
2021-04-13 15:15:21,0.00610
2021-04-13 15:15:22,0.00594
2021-04-13 15:15:24,0.00396
2021-04-13 15:15:25,0.0102
2021-04-13 15:15:27,0.00706
2021-04-13 15:15:29,0.00388
2021-04-13 15:15:30,0.00430
2021-04-13 15:15:32,0.00523
2021-04-13 15:15:33,0.00431
2021-04-13 15:15:34,0.00359
2021-04-13 15:15:36,0.00447
2021-04-13 15:15:38,0.00422
2021-04-13 15:15:39,0.00409
2021-04-13 15:15:41,0.00745
2021-04-13 15:15:42,0.00706
2021-04-13 15:15:43,0.00622
2021-04-13 15:15:44,0.00420
2021-04-13 15:15:45,0.00426
2021-04-13 15:15:47,0.00442
2021-04-13 15:15:49,0.00397
2021-04-13 15:15:50,0.00468
2021-04-13 15:15:52,0.00568
2021-04-13 15:15:53,0.00494
2021-04-13 15:15:55,0.00423
2021-04-13 15:15:56,0.00569
2021-04-13 15:15:58,0.00469
2021-04-13 15:15:59,0.00419
2021-04-13 15:16:01,0.0109
2021-04-13 15:16:02,0.00416
2021-04-13 15:16:04,0.00444
2021-04-13 15:16:05,0.0373
2021-04-13 15:16:07,0.00444
2021-04-13 15:16:08,0.00500
2021-04-13 15:16:10,0.0151
2021-04-13 15:16:12,0.00739
2021-04-13 15:16:13,0.00368
2021-04-13 15:16:15,0.00471
2021-04-13 15:16:16,0.00466
2021-04-13 15:16:18,0.00440
2021-04-13 15:16:20,0.00414
2021-04-13 15:16:21,0.00618
2021-04-13 15:16:22,0.00418
2021-04-13 15:16:23,0.00421
2021-04-13 15:16:25,0.00387
2021-04-13 15:16:26,0.00779
2021-04-13 15:16:28,0.00387
2021-04-13 15:16:29,0.00397
2021-04-13 15:16:30,0.00501
2021-04-13 15:16:31,0.00477
2021-04-13 15:16:33,0.00426
2021-04-13 15:16:35,0.00381
2021-04-13 15:16:36,0.00512
2021-04-13 15:16:37,0.00396
2021-04-13 15:16:39,0.00354
2021-04-13 15:16:41,0.00964
2021-04-13 15:16:42,0.00453
2021-04-13 15:16:44,0.00408
2021-04-13 15:16:45,0.00496
2021-04-13 15:16:46,0.00398
2021-04-13 15:16:48,0.00430
2021-04-13 15:16:49,0.00348
2021-04-13 15:16:50,0.00509
2021-04-13 15:16:52,0.00657
2021-04-13 15:16:53,0.00402
2021-04-13 15:16:55,0.00409
2021-04-13 15:16:57,0.00683
2021-04-13 15:16:58,0.00411
2021-04-13 15:17:00,0.00471
2021-04-13 15:17:01,0.0105
2021-04-13 15:17:03,0.00467
2021-04-13 15:17:04,0.00412
2021-04-13 15:17:06,0.00491
2021-04-13 15:17:07,0.00426
2021-04-13 15:17:08,0.00390
2021-04-13 15:17:10,0.00487
2021-04-13 15:17:11,0.0118
2021-04-13 15:17:12,0.00362
2021-04-13 15:17:13,0.00476
2021-04-13 15:17:15,0.00385
2021-04-13 15:17:16,0.00534
2021-04-13 15:17:18,0.00393
2021-04-13 15:17:19,0.00369
2021-04-13 15:17:20,0.00513
2021-04-13 15:17:21,0.0100
2021-04-13 15:17:23,0.00376
2021-04-13 15:17:24,0.00376
2021-04-13 15:17:26,0.00760
2021-04-13 15:17:28,0.00401
2021-04-13 15:17:29,0.00420
2021-04-13 15:17:31,0.00670
2021-04-13 15:17:33,0.00400
2021-04-13 15:17:34,0.00362
2021-04-13 15:17:36,0.00511
2021-04-13 15:17:37,0.00452
2021-04-13 15:17:39,0.00402
2021-04-13 15:17:40,0.00389
2021-04-13 15:17:41,0.0107
2021-04-13 15:17:43,0.00415
2021-04-13 15:17:44,0.00373
2021-04-13 15:17:46,0.00450
2021-04-13 15:17:48,0.00404
2021-04-13 15:17:49,0.00445
2021-04-13 15:17:50,0.00524
2021-04-13 15:17:52,0.00531
2021-04-13 15:17:53,0.00497
2021-04-13 15:17:55,0.00402
2021-04-13 15:17:56,0.0106
2021-04-13 15:17:57,0.0473
2021-04-13 15:17:59,0.00383

